"Ma","CO2"
28.2884,479.94
28.2912,474.95
28.2952,469.72
28.3,469.72
28.304,485.89
28.3094,488.89
28.3136,472.35
28.3172,477.02
28.32,471.77
28.3228,464.26
28.3256,463.12
28.3296,470.62
28.3342,475.58
28.3382,480.29
28.3426,478.53
28.346,495.57
28.3486,510
28.3514,509.4
28.3555,524.5
28.3593,551.54
28.3641,544.93
28.3685,526.11
28.3725,534.8
28.3766,527.07
28.381,519.45
28.384,502.01
28.3872,519.15
28.39,513.79
28.3925,507.26
28.3949,505.72
28.3979,503.56
28.4013,503.26
28.4048,516.95
28.4079,517.91
28.4119,518.22
28.4161,525.52
28.4201,527.77
28.4262,509.47
28.433,515.1
28.4406,518.89
28.448,538.46
28.4548,540.75
28.4594,531.99
28.463,528.45
28.465,517.01
28.4664,502.71
28.4692,497.52
28.4728,519.86
28.4774,526.23
28.4816,542.76
28.4862,561.75
28.4896,567.18
28.4921,535.59
28.4933,540.8
28.4951,519.89
28.4987,519.58
28.5023,486.7
28.5062,511.43
28.5107,474.59
28.5149,493.62
28.5171,480.77
28.5195,508.64
28.5219,501.84
28.5242,527.24
28.5274,524.05
28.5306,539.21
28.5334,547.75
28.5368,565.21
28.5396,580.68
28.5415,560.8
28.5437,536.63
28.5463,520.9
28.5489,507.42
28.5521,496.99
28.5558,517.12
28.5604,539.89
28.5658,560.15
28.5699,559.81
28.5751,548.14
28.5813,545.18
28.5861,532.13
28.5903,517.78
28.5948,520.63
28.5984,526.69
28.602,530.86
28.6074,554.16
28.6142,570.42
28.6206,576.96
28.628,568.72
28.6342,541.94
28.6388,525.77
28.6418,523.87
28.6454,513.45
28.649,540
28.652,566.7
28.6552,566.02
28.6596,543.94
28.6636,542.96
28.6664,506.01
28.67,498.03
28.6732,495.01
28.6752,506.63
28.6775,501.72
28.6799,516.94
28.6816,512.86
28.6838,523.58
28.6858,517.26
28.6889,533.87
28.6915,514.44
28.6946,511.63
28.698,511.94
28.7022,514.77
28.7054,499.29
28.7094,502.67
28.7136,497.47
28.718,489.31
28.722,484.24
28.7272,481.87
28.7326,496.58
28.7374,503.61
28.742,499.03
28.7466,487.25
28.7498,487.55
28.7526,486.96
28.7552,483.09
28.7578,482.5
28.7606,501.19
28.7638,504.58
28.7666,489.67
28.7698,502.43
28.7725,499.67
28.7751,497.85
28.7777,501.52
28.7803,514.54
28.7829,520.2
28.7859,545.41
28.7893,561.08
28.7923,538.86
28.7954,554.04
28.7986,536.58
28.8012,523.09
28.8036,516.76
28.8066,533.34
28.81,528.84
28.8132,517.08
28.8166,518.66
28.82,521.21
28.8226,530.14
28.825,538.9
28.828,555.09
28.8326,535.65
28.8368,529.85
28.8414,534.35
28.8456,514.61
28.8498,524.73
28.8528,550.77
28.8562,555.79
28.8598,546.81
28.8634,555.8
28.8664,524.43
28.869,513.07
28.8716,502.84
28.8742,510.57
28.8772,490.99
28.8799,490.08
28.8823,488.58
28.8847,499.18
28.8863,499.48
28.8873,526.37
28.8882,558.85
28.8892,561.2
28.8902,558.85
28.892,549.82
28.8946,547.84
28.898,550.17
28.902,546.19
28.9054,550.51
28.9088,555.18
28.913,565.98
28.9164,569.4
28.92,560.24
28.9242,548.54
28.9278,530.26
28.9298,505.98
28.932,493.76
28.9336,499.23
28.9354,519.1
28.9378,542.95
28.9412,562.97
28.9452,572.19
28.9492,558.25
28.9526,537.73
28.9562,521.67
28.959,510.35
28.9616,504.79
28.964,531.91
28.9666,536.45
28.9692,546.28
28.9718,550.92
28.9744,549.26
28.9768,539.06
28.9788,521.05
28.98,522.01
28.9816,524.24
28.9826,524.56
28.9838,523.6
28.9848,533.23
28.9862,527.75
28.987,511.01
28.9882,524.56
28.9894,511.02
28.9912,523.93
28.9924,530.98
28.9946,537.78
28.9972,506.67
28.9998,515.08
29.0026,500.52
29.0064,493.54
29.01,499.01
29.0138,513.85
29.0178,510.73
29.021,512.92
29.0234,503.62
29.0252,499.63
29.027,503.01
29.0292,516.06
29.0324,506.72
29.0354,522.71
29.039,534.58
29.0422,530.71
29.045,529.75
29.0468,542.09
29.0494,521.14
29.0514,517.98
29.0536,519.88
29.0564,510.77
29.06,504.58
29.0632,520.51
29.0668,516.41
29.0704,511.42
29.074,516.75
29.0776,525.63
29.0808,518.65
29.0844,514.56
29.0876,523.39
29.0904,525.64
29.0932,515.82
29.096,524.69
29.0988,529.16
29.1012,523.42
29.1032,504.01
29.105,507.73
29.1078,510.21
29.11,513.64
29.1126,513.64
29.115,526.3
29.1178,534.66
29.12,529.51
29.1222,507.75
29.124,504.65
29.1266,520.59
29.1284,522.49
29.1307,515.87
29.1331,530.18
29.1359,533.4
29.1388,527.29
29.1424,519.65
29.1456,508.38
29.1488,503.45
29.1524,502.52
29.1554,494.3
29.1582,493.7
29.1614,494.61
29.165,495.82
29.1686,478.78
29.1722,470.6
29.1758,468.29
29.1788,486.5
29.181,494.31
29.1824,509.66
29.1838,519.07
29.185,526.38
29.1866,516.87
29.1884,511.54
29.1908,517.49
29.193,527.67
29.1948,527.36
29.1962,545.88
29.1972,556.87
29.1978,534.44
29.1984,526.71
29.1994,525.43
29.2006,518.13
29.2032,523.21
29.2066,528.32
29.2098,533.16
29.2134,524.82
29.2176,526.73
29.2208,520.37
29.2234,539.35
29.227,525.79
29.2306,535.78
29.2332,517.23
29.2356,489.55
29.2384,477.97
29.241,487.16
29.2434,489.26
29.247,493.18
29.2505,497.43
29.2541,505.72
29.2579,522.96
29.2619,532.24
29.2651,546.61
29.2688,556.6
29.2724,545.63
29.276,523.92
29.2788,508.53
29.2818,485.71
29.2844,494.43
29.2872,503.59
29.2894,502.98
29.292,502.07
29.295,524.26
29.2986,518.56
29.3026,501.77
29.3068,514.8
29.311,524.92
29.3146,531.01
29.3184,535.22
29.3216,543.72
29.3252,519.22
29.3284,503.64
29.332,484.57
29.3352,482.79
29.338,485.47
29.3406,492.37
29.344,490.27
29.3468,494.49
29.3498,493.29
29.3527,499.68
29.3549,493.3
29.3569,508.61
29.3591,519.57
29.3607,529.14
29.3632,529.46
29.3666,525.95
29.3702,525.95
29.3744,512.05
29.3784,508.02
29.3816,517.39
29.3842,534.65
29.387,522.46
29.3896,525.32
29.3932,508.34
29.3972,488.23
29.4012,496.38
29.4044,494.56
29.408,493.97
29.4109,497.91
29.4135,499.74
29.4167,485.55
29.4205,508.07
29.4235,519.33
29.4262,536.33
29.429,555.78
29.431,572.77
29.4328,561.18
29.4352,564.57
29.4386,575.88
29.4424,577.95
29.4468,569.69
29.4508,564.25
29.4548,562.56
29.4584,524.12
29.4614,508.11
29.4646,506.56
29.4676,504.71
29.4706,505.03
29.4732,529.26
29.4754,536.7
29.4766,538.33
29.4778,545.55
29.478,541.27
29.4798,532.81
29.482,514.04
29.4848,503.19
29.4886,503.2
29.493,500.44
29.4956,505.37
29.4982,521.63
29.5012,532.19
29.504,505.67
29.5062,505.98
29.5086,511.58
29.5114,515.96
29.5134,511.26
29.5152,553.55
29.517,559.92
29.5188,568.07
29.5198,574.59
29.5206,582.56
29.5214,562.63
29.5228,560.94
29.5244,553.56
29.526,546.91
29.528,549.9
29.5294,557.58
29.5306,557.91
29.5318,528.37
29.5336,544.61
29.535,548.58
29.5367,550.24
29.5385,570.84
29.5401,612.89
29.5417,598.12
29.5443,594.2
29.5474,602.06
29.551,596.7
29.5552,609.28
29.559,630.45
29.5624,658.71
29.566,631.76
29.5694,599.21
29.5724,578.45
29.5756,559.32
29.5782,535.19
29.5808,531.3
29.5828,542.7
29.5846,534.56
29.5864,528.42
29.5892,533.59
29.5918,532.29
29.595,535.54
29.599,536.84
29.6026,536.85
29.6054,539.12
29.6074,541.41
29.6094,537.17
29.6104,537.17
29.6124,541.42
29.6152,524.62
29.619,526.23
29.6232,523.99
29.6278,525.58
29.632,537.85
29.6362,562.43
29.6394,570.95
29.6424,587.27
29.645,593.26
29.6478,592.92
29.6496,585.53
29.6518,600.74
29.6532,591.14
29.6546,594.34
29.6556,581.68
29.6568,590.1
29.6582,570.63
29.6612,565.51
29.6654,566.89
29.6714,573.39
29.6776,555.74
29.6834,557.44
29.6904,549.43
29.6984,535.64
29.7042,526.31
29.7104,548.46
29.7164,544.82
29.7224,540.57
29.7274,550.79
29.7324,550.8
29.7382,542.88
29.7468,519.69
29.7526,538.64
29.7591,532.16
29.7659,540.62
29.7721,537.03
29.7764,562.26
29.7816,552.85
29.785,551.54
29.7882,525.77
29.7914,520.69
29.7942,516.28
29.7964,512.2
29.7996,520.38
29.8036,545.25
29.8072,528.36
29.8108,532.54
29.8148,538.71
29.818,536.44
29.8206,541.99
29.823,564.01
29.8248,567.41
29.8258,558.94
29.827,573.57
29.8282,578.76
29.8294,571.52
29.8312,567.76
29.833,568.44
29.8348,549.92
29.8366,541.67
29.8384,553.25
29.8396,559.29
29.8414,579.81
29.8432,567.78
29.8446,548.61
29.846,538.41
29.8476,534.85
29.8486,522.65
29.8494,560.66
29.8506,551.26
29.852,543.99
29.8542,548.96
29.8574,541.7
29.8614,512.28
29.8662,534.22
29.8706,547.31
29.8748,539.1
29.879,554.3
29.8834,563.4
29.8866,567.47
29.8912,536.85
29.8954,551.66
29.8986,545.7
29.9012,553.66
29.9042,572.64
29.9068,612.28
29.91,612.28
29.9132,623.21
29.9166,586.55
29.9198,552.68
29.9223,541.12
29.9243,531.38
29.9263,516.74
29.9281,532.99
29.9303,541.78
29.933,546.07
29.9362,546.73
29.9394,548.05
29.9424,531.72
29.9454,536.25
29.9486,533.34
29.9512,544.76
29.9554,555.74
29.9602,556.4
29.9646,544.45
29.9688,550.08
29.9736,543.15
29.9774,539.55
29.9806,573.09
29.9836,592.27
29.9868,589.09
29.9894,554.1
29.992,559.8
29.9945,528.57
29.9977,535.02
30.0007,543.18
30.0039,572.41
30.0071,551.46
30.0102,581.06
30.013,567.3
30.015,537.97
30.0166,538.94
30.0176,550.14
30.0186,535.37
30.0196,535.37
30.0207,569.01
30.0215,543.86
30.0225,547.16
30.0245,546.49
30.0271,540.91
30.0299,528.92
30.0326,549.15
30.0356,526.69
30.0376,531.82
30.0386,524.13
30.0395,509.97
30.0407,512.78
30.0419,524.78
30.0429,514.66
30.0451,519.71
30.047,524.46
30.049,512.17
30.0512,522.24
30.0534,526.39
30.0548,518.13
30.0568,528.31
30.0584,533.46
30.0598,520.67
30.0614,520.98
30.0626,529.92
30.0636,526.07
30.0646,520.99
30.0658,528.96
30.0672,516.25
30.0688,525.12
30.07,526.72
30.0716,538.68
30.0732,531.86
30.0744,541.62
30.0754,525.46
30.0766,524.49
30.0778,498.61
30.0784,505.99
30.0794,515.02
30.0804,513.14
30.0812,494.97
30.0822,523.23
30.0836,504.45
30.0846,508.16
30.0856,512.83
30.0872,541.96
30.0888,540.99
30.09,561.95
30.0916,563.3
30.0938,575.61
30.0954,563.99
30.0968,552.55
30.0986,542.96
30.1002,528.68
30.1014,529.97
30.103,530.61
30.1042,530.29
30.1056,540.67
30.1068,524.21
30.1082,520.09
30.1092,516.62
30.1102,519.45
30.111,519.14
30.1122,533.52
30.1134,532.56
30.115,529.98
30.1166,543.31
30.1182,536.45
30.1198,543.64
30.1214,546.94
30.1226,554.92
30.124,547.93
30.1254,558.61
30.1268,558.61
30.128,533.87
30.1294,529.03
30.131,524.88
30.1326,515.7
30.1342,519.81
30.1357,537.77
30.1373,540.07
30.1391,538.1
30.1409,528.73
30.1427,519.17
30.1448,516.98
30.147,505.75
30.1488,483.94
30.1504,488.11
30.152,492.02
30.1536,494.74
30.1554,496.26
30.1574,516.99
30.1596,525.56
30.1618,515.42
30.1638,516.05
30.1654,521.11
30.1667,503.92
30.1679,498.09
30.1691,508.56
30.1705,504.23
30.1723,503.32
30.1744,514.18
30.1766,518.9
30.1786,499.34
30.1804,501.17
30.182,500.56
30.1836,510.44
30.185,511.38
30.1864,527.17
30.188,528.47
30.1898,533.94
30.1914,517.65
30.1927,499.95
30.1941,502.11
30.1955,495.09
30.1967,497.22
30.1982,508.9
30.2,522.73
30.202,523.04
30.204,535.57
30.2058,544.07
30.2076,552.03
30.2094,560.39
30.2112,566.85
30.213,565.49
30.215,556.38
30.217,553.37
30.219,554.7
30.221,556.38
30.2232,565.5
30.2254,538.2
30.2272,551.7
30.2288,553.71
30.2302,552.71
30.2314,542.78
30.2326,580.64
30.2342,565.52
30.236,555.07
30.238,551.05
30.2397,532.38
30.2415,523.73
30.2433,533.67
30.2451,531.09
30.2469,531.09
30.2488,547.09
30.2504,552.73
30.252,542.15
30.2536,549.74
30.2552,551.41
30.2572,548.75
30.2594,530.79
30.2616,528.22
30.2638,530.14
30.266,530.15
30.268,518.05
30.2696,530.47
30.271,541.19
30.2722,530.48
30.273,522.17
30.2738,531.45
30.2752,518.37
30.2767,494.27
30.2781,495.48
30.2799,499.45
30.2817,508.06
30.2833,522.18
30.285,545.15
30.287,554.79
30.289,557.46
30.2908,556.46
30.2925,543.51
30.2939,537.95
30.2953,528.59
30.2967,533.08
30.2983,537.63
30.3,547.15
30.302,524.75
30.3036,509.95
30.3048,506.23
30.306,508.72
30.3072,508.4
30.3084,542.22
30.3102,539.27
30.312,547.5
30.3134,538.95
30.3148,532.47
30.3161,506.86
30.3169,521.9
30.3181,507.17
30.3197,498.87
30.3213,502.25
30.323,519.69
30.3247,530.21
30.3263,525.41
30.3281,541.91
30.3299,550.17
30.3317,543.89
30.3336,542.9
30.3352,557.86
30.3362,554.84
30.3368,552.5
30.3372,555.84
30.3374,543.89
30.338,536.04
30.339,534.11
30.3404,524.78
30.342,521.93
30.3442,531.85
30.3464,536.05
30.3486,536.39
30.3508,545.88
30.353,551.85
30.3548,550.53
30.3564,531.86
30.3576,528.32
30.3588,521.63
30.36,509.7
30.3616,513.13
30.3631,518.16
30.3649,523.54
30.3667,525.14
30.3685,542.94
30.3701,540.66
30.372,567.03
30.374,558.9
30.3758,560.94
30.3774,553.22
30.3791,530.28
30.3805,519.43
30.3819,523.89
30.3835,510.66
30.3853,507.55
30.387,520.7
30.3888,512.85
30.3904,521.66
30.3918,531.26
30.393,531.59
30.394,531.59
30.395,540.02
30.396,528.04
30.397,521.67
30.3978,521.99
30.3986,531.59
30.3992,524.22
30.3997,506.34
30.4005,516.62
30.4017,511.62
30.4031,523.27
30.4049,529.34
30.407,548.93
30.409,550.26
30.411,560.97
30.413,555.6
30.4152,566.4
30.4174,581.92
30.4196,579.14
30.4218,585.06
30.424,579.14
30.426,572.92
30.428,559.65
30.4298,533.88
30.4314,518.23
30.4332,518.23
30.435,515.4
30.4368,511.33
30.4388,534.86
30.4406,537.8
30.4422,529.38
30.4438,535.85
30.4454,545.66
30.447,544.68
30.4491,529.08
30.4509,518.25
30.4523,517.93
30.4537,524.91
30.4551,534.88
30.4564,558
30.458,585.11
30.46,600.69
30.462,601.05
30.464,601.06
30.4661,580.24
30.4679,577.11
30.4697,552.65
30.4715,535.22
30.4733,531.67
30.475,545.37
30.4771,518.91
30.4793,510.45
30.4819,501.18
30.4845,496.61
30.487,494.49
30.4898,516.72
30.4923,510.46
30.4943,514.84
30.496,499.97
30.4976,489.07
30.4988,497.54
30.5003,494.81
30.5016,502.13
30.5031,517.37
30.5053,540.49
30.5074,505.82
30.5099,533
30.5124,541.14
30.5154,528.18
30.5173,511.75
30.5195,538.87
30.5213,504.91
30.5233,499.39
30.5246,497.57
30.526,490.01
30.5277,478.12
30.5287,487.6
30.5299,484.63
30.5319,490.61
30.5339,508.96
30.5357,511.14
30.5383,524.69
30.5407,512.7
30.5424,519.61
30.5444,502.18
30.5463,502.49
30.5483,503.41
30.5502,497.59
30.553,498.82
30.5556,500.04
30.5588,506.51
30.5615,486.74
30.5645,492.15
30.5667,487.64
30.5698,495.49
30.5719,487.96
30.5736,512.74
30.5758,509.01
30.5778,515.56
30.5795,515.56
30.5817,522.51
30.5842,507.46
30.5866,528.91
30.5894,516.51
30.5919,504.69
30.5941,508.4
30.597,524.43
30.5996,509.35
30.6022,521.89
30.6055,526.37
30.6087,513.09
30.6113,502.24
30.6141,508.73
30.6169,498.27
30.6189,516.86
30.6214,516.23
30.6243,533.13
30.6266,524.78
30.6283,521.29
30.6303,505.64
30.632,510.3
30.6336,484.74
30.6358,505.65
30.6382,504.11
30.6406,513.44
30.6432,503.2
30.6452,510.63
30.6477,494.96
30.6509,497.69
30.6538,485.35
30.6566,506.3
30.6606,521.65
30.6636,512.21
30.6661,511.9
30.6686,529
30.6718,532.22
30.6739,528.68
30.6764,524.53
30.6786,526.13
30.6808,529.33
30.683,514.74
30.6856,515.04
30.6879,520.09
30.6898,517.57
30.6915,504.48
30.6925,513.49
30.6936,494.41
30.6948,502.33
30.6963,510.07
30.6983,502.65
30.7001,507.27
30.7012,531.6
30.7026,530.96
30.7036,538.41
30.7043,548.6
30.7056,522.33
30.7072,511.01
30.7085,501.42
30.7107,484.81
30.7128,486.9
30.7147,489.9
30.7167,486.9
30.7187,489.91
30.7209,511.33
30.7236,495.04
30.7261,501.45
30.7284,501.76
30.7316,511.65
30.7339,488.72
30.736,494.14
30.7375,486.34
30.7397,481.28
30.7415,475.11
30.7434,472.19
30.7451,487.24
30.7479,486.63
30.7504,477.16
30.7523,481
30.7542,503.32
30.7564,494.77
30.758,512.94
30.7598,513.25
30.7621,520.17
30.7653,514.2
30.7683,499.35
30.7713,492.98
30.7741,509.53
30.7765,495.71
30.7787,493.27
30.7808,509.23
30.7826,507.67
30.7848,491.48
30.7867,505.2
30.7889,506.76
30.7913,496.02
30.7935,495.42
30.796,494.51
30.7984,496.33
30.8002,492.7
30.802,494.22
30.8044,497.56
30.807,518.01
30.8102,517.38
30.8138,533.03
30.817,533.36
30.82,520.23
30.822,522.46
30.8242,521.83
30.8258,501.25
30.8284,520.25
30.8313,516.15
30.8345,523.11
30.8369,532.4
30.8394,530.47
30.8414,525.67
30.8428,537.59
30.8439,511.15
30.8457,484.66
30.8473,495.17
30.8493,471.72
30.8512,467.96
30.8537,463.07
30.8563,477.57
30.8587,463.93
30.8608,467.09
30.8629,466.81
30.8649,491.56
30.8667,497.02
30.8685,497.92
30.8711,523.15
30.8741,533.73
30.8768,506.85
30.8792,505.91
30.8826,522.52
30.8848,502.23
30.8875,508.72
30.89,535.7
30.892,545.84
30.8932,550.82
30.8951,544.53
30.8961,543.54
30.8983,540.59
30.9006,509.67
30.9036,511.22
30.9066,509.68
30.91,508.74
30.913,516.87
30.9168,512.49
30.9198,517.19
30.9228,527.03
30.9258,535.41
30.9292,526.09
30.9323,555.87
30.9361,544.91
30.9392,559.57
30.9419,533.5
30.9441,532.84
30.9463,519.42
30.9479,523.56
30.9503,532.53
30.9529,528.67
30.9551,541.32
30.9574,562.3
30.9594,566.71
30.9607,551.89
30.9623,581.87
30.9645,581.54
30.9669,568.43
30.9694,545.6
30.9723,564.34
30.9753,560.62
30.9775,555.59
30.9793,542.33
30.9812,563
30.9836,555.26
30.9853,534.83
30.9875,537.43
30.9899,558.62
30.9924,537.77
30.9944,534.85
30.9972,551.93
31.0002,542.35
31.0032,530.34
31.006,545.32
31.009,533.24
31.0112,532.6
31.0131,522.35
31.0144,533.89
31.0164,536.17
31.0182,534.22
31.0204,540.08
31.023,561.02
31.026,559.01
31.0283,549.99
31.0311,572.95
31.0341,555.65
31.0365,552.65
31.0388,542.07
31.041,558.34
31.0432,548.34
31.0451,542.72
31.047,532.32
31.0488,543.39
31.051,521.13
31.0524,525.26
31.0536,543.4
31.0546,529.43
31.056,528.14
31.0569,529.75
31.0583,530.4
31.0605,533.3
31.0631,541.76
31.0653,525.59
31.0674,543.08
31.0696,537.53
31.0718,524.96
31.0737,526.57
31.076,539.82
31.0786,522.11
31.0808,528.16
31.083,539.83
31.0849,531.07
31.0871,531.39
31.0889,544.75
31.0906,539.84
31.092,537.23
31.0941,550.71
31.0956,537.88
31.097,524.67
31.0992,518.97
31.1014,518.03
31.1034,514.25
31.1055,526.28
31.1084,543.46
31.1112,560.46
31.1142,567.57
31.1167,558.77
31.1191,547.43
31.1213,546.44
31.1235,531.76
31.1249,519.31
31.1264,522.79
31.1284,534.03
31.13,520.26
31.1316,525.03
31.1334,512.4
31.1352,510.86
31.1366,514.6
31.1387,524.39
31.1403,514.92
31.1417,525.68
31.1431,530.81
31.1449,524.73
31.1467,518.39
31.1486,513.99
31.1508,512.74
31.153,511.8
31.1552,512.11
31.1568,510.24
31.1587,520.29
31.1603,524.42
31.1623,536.33
31.1639,522.2
31.1658,532.13
31.1674,527.3
31.1696,527.96
31.1718,523.81
31.1739,530.85
31.1755,505.01
31.1776,510.26
31.1796,513.39
31.1818,515.28
31.1842,511.53
31.1866,527.32
31.1888,529.9
31.191,534.09
31.1932,535.72
31.195,549.17
31.1969,544.23
31.1991,547.2
31.2011,531.51
31.2025,536.38
31.2047,545.22
31.2068,550.51
31.209,537.68
31.2108,558.89
31.213,559.56
31.2148,551.19
31.2169,578.36
31.2186,572.15
31.2208,575.25
31.2229,550.2
31.2247,560.25
31.2263,539.99
31.2283,566.36
31.2305,559.24
31.2321,584.3
31.2337,562.96
31.2358,577.35
31.2372,569.44
31.2383,552.87
31.2397,555.89
31.2419,564.33
31.2437,539.35
31.2459,542.64
31.2484,554.57
31.2514,554.9
31.2538,536.76
31.2564,560.95
31.2593,540.35
31.2615,538.72
31.2629,522.63
31.2642,533.53
31.2656,526.45
31.2671,538.73
31.2685,536.45
31.2704,538.41
31.2726,542.67
31.2745,520.73
31.2759,519.16
31.2781,518.22
31.2801,510.38
31.2823,514.14
31.2844,516.01
31.2866,522.34
31.2888,529.05
31.2914,544.66
31.2941,525.53
31.2966,552.61
31.2996,553.62
31.3023,537.13
31.3045,543.69
31.3062,572.25
31.3084,567.81
31.3102,566.45
31.3119,566.79
31.3133,569.18
31.3154,551.3
31.317,550.31
31.3184,559.01
31.3198,578.83
31.3216,577.1
31.323,572.97
31.3244,577.45
31.3256,557.34
31.3265,545.36
31.3271,542.73
31.3281,567.15
31.3291,564.77
31.3305,580.58
31.3318,574.34
31.3334,563.08
31.3344,559.37
31.3353,544.39
31.3361,549
31.3371,560.72
31.3381,548.34
31.3393,553.35
31.3406,566.13
31.342,568.54
31.3432,582.33
31.3444,609.35
31.3458,587.6
31.347,588.3
31.348,566.14
31.3494,563.44
31.3506,563.44
31.3519,585.15
31.3533,590.06
31.355,581.65
31.3564,581.31
31.3578,585.85
31.3591,568.21
31.3605,572.32
31.3619,596.44
31.3641,597.89
31.3669,591.5
31.3696,583.42
31.3724,576.13
31.3754,583.08
31.378,575.1
31.3802,570.62
31.3822,585.18
31.3844,590.1
31.3861,560.77
31.3879,565.86
31.3901,570.98
31.3929,577.19
31.3955,552.73
31.3982,578.94
31.4012,580.66
31.4037,540.51
31.4059,539.87
31.4085,555.42
31.411,542.83
31.413,515.21
31.4149,547.1
31.4165,531.44
31.4174,519.95
31.4185,520.26
31.4193,536.29
31.4207,537.92
31.4226,547.46
31.425,545.13
31.4272,545.8
31.4296,525.36
31.4318,527.6
31.434,532.43
31.436,529.53
31.4382,510.86
31.4401,541.55
31.4422,520.6
31.4438,518.08
31.4459,539.92
31.4478,551.12
31.45,548.48
31.4523,568.67
31.4545,567.98
31.4564,540.58
31.4581,563.57
31.4603,558.5
31.4623,531.18
31.4645,528.59
31.467,547.83
31.4692,526.37
31.4706,511.84
31.4722,531.5
31.4744,535.39
31.4761,521.29
31.4783,540.27
31.4807,537.67
31.4829,549.83
31.4849,531.2
31.487,556.52
31.4892,548.52
31.4912,568.37
31.4934,561.23
31.4952,566.66
31.4968,536.06
31.4984,541.61
31.5005,525.76
31.5019,528.32
31.5039,548.2
31.5061,544.59
31.5079,527.37
31.5096,541.95
31.5118,544.91
31.5135,520.36
31.5156,552.2
31.5179,564.31
31.5207,564.65
31.5233,541.97
31.5257,557.23
31.5279,549.55
31.5301,550.22
31.5315,551.89
31.5328,546.57
31.5344,553.23
31.5366,553.23
31.5382,533.84
31.5398,510.36
31.5418,539.36
31.5436,515.36
31.545,516.3
31.5472,529.01
31.5498,531.59
31.552,518.53
31.5546,539.06
31.5574,521.37
31.5596,524.86
31.5615,525.5
31.5635,515.07
31.5649,512.25
31.5657,528.07
31.5671,528.07
31.5692,546.95
31.5711,553.61
31.5733,551.94
31.5756,535.83
31.5778,538.76
31.58,538.76
31.5822,530.34
31.5844,536.81
31.587,536.82
31.5892,534.86
31.5914,527.47
31.5942,539.76
31.5972,526.82
31.5997,532.29
31.602,516.05
31.604,521.43
31.6056,515.11
31.607,518.26
31.6087,511.99
31.6108,519.84
31.6125,510.74
31.6145,516.37
31.6165,497.51
31.6183,513.25
31.6205,521.44
31.6231,514.2
31.6253,521.44
31.6273,530.71
31.6295,534.26
31.6317,535.89
31.6341,561.07
31.6363,566.84
31.638,565.13
31.6402,563.1
31.6424,560.39
31.6444,542.77
31.6464,520.83
31.6484,518.63
31.6498,518.3
31.6512,521.79
31.6529,520.52
31.6547,545.39
31.6571,568.22
31.6598,553.37
31.662,550.04
31.6644,566.19
31.6672,558.74
31.6697,538.87
31.6721,556.06
31.6743,559.09
31.6762,534.64
31.6778,537.25
31.6791,560.78
31.6804,530.77
31.6818,529.49
31.6828,541.49
31.6834,500.94
31.6843,479.3
31.6853,501.55
31.6869,505.24
31.689,518.03
31.6918,538.89
31.6944,557.1
31.6972,557.77
31.6993,544.8
31.7008,525.02
31.7024,540.85
31.7046,520.58
31.7062,523.44
31.7083,530.16
31.7104,541.19
31.7124,545.8
31.7139,568.28
31.7153,568.98
31.7165,555.11
31.718,558.8
31.719,549.12
31.7202,536.64
31.7216,539.91
31.7227,537.62
31.7239,538.93
31.7253,545.47
31.7269,562.52
31.7285,553.79
31.7302,577.94
31.7318,567.62
31.7332,564.22
31.734,551.13
31.7351,535.68
31.7363,522.52
31.7371,525.38
31.7384,521.57
31.74,519.67
31.7414,521.25
31.7428,525.71
31.7446,514.95
31.7463,520.94
31.7484,519.99
31.7503,537.64
31.7522,527.64
31.754,546.5
31.7562,546.5
31.7585,560.53
31.7607,546.84
31.7632,557.51
31.7661,537.67
31.7683,541.58
31.77,534.74
31.7721,553.16
31.7737,560.22
31.7753,591.64
31.7772,574.89
31.7791,584.26
31.781,563.95
31.783,558.21
31.7852,545.55
31.7871,547.88
31.7889,534.77
31.7902,537.04
31.7918,535.42
31.7926,534.45
31.7935,527.37
31.7945,538.68
31.7964,548.87
31.7983,547.22
31.8005,548.21
31.803,571.82
31.8059,549.54
31.8081,568.39
31.8105,558.9
31.8127,562.28
31.8149,560.59
31.8171,585.72
31.8197,550.56
31.8216,547.92
31.8238,551.23
31.826,547.58
31.8274,542.64
31.8293,564.68
31.8312,569.46
31.8334,558.93
31.8356,555.25
31.8384,538.39
31.8406,529.99
31.8434,532.24
31.8462,530.32
31.8489,534.18
31.8521,552.59
31.8554,540.7
31.8582,555.28
31.8612,567.44
31.8637,571.2
31.8655,548.96
31.8672,570.52
31.869,539.74
31.8704,536.8
31.8722,520.13
31.8739,521.72
31.8755,516.04
31.8773,531.95
31.8791,511.65
31.8809,519.83
31.8832,532.29
31.8856,522.05
31.8878,529.71
31.8904,546.33
31.8929,545.03
31.895,529.72
31.8969,524.28
31.8985,526.52
31.8999,528.12
31.901,532.31
31.9023,536.52
31.9038,558.35
31.906,556.33
31.908,532.63
31.9102,536.85
31.9123,531.99
31.9143,515.76
31.9157,520.81
31.9175,553.34
31.9197,554.67
31.9222,581.3
31.9248,586.19
31.9274,561.75
31.9296,556.7
31.9312,548.03
31.9326,550.36
31.9338,556.03
31.9356,573
31.937,564.13
31.9389,555.37
31.9403,531.71
31.9419,538.19
31.9427,540.8
31.9441,553.7
31.9454,567.55
31.947,586.57
31.9488,583.42
31.9509,569.93
31.9525,566.2
31.9543,574.75
31.9561,570.29
31.9575,550.72
31.9592,557.73
31.9612,559.76
