"Ma","CO2"
3.598,315.08
3.5996,322.29
3.6012,344.07
3.6026,326.28
3.6042,347.58
3.6056,333.7
3.6064,330.31
3.6074,334.39
3.6086,341.98
3.6092,341.98
3.61,361.99
3.6108,363.46
3.612,383.03
3.6132,394.75
3.6142,376.16
3.6154,350.44
3.6166,376.16
3.6176,335.77
3.6186,344.08
3.6196,362
3.6206,374.66
3.6218,349.73
3.6226,342.68
3.6236,303.02
3.6248,278.27
3.6258,274.03
3.6266,268.81
3.628,267.57
3.629,272.34
3.63,271.93
3.6312,267.57
3.6326,261.05
3.6336,255.07
3.6346,247.48
3.6356,254.87
3.6368,259.24
3.6378,277.85
3.6386,279.99
3.64,293.17
3.6412,307.43
3.642,292.56
3.6434,291.96
3.645,308.71
3.6464,335.79
3.6482,313.18
3.65,359.84
3.6514,374.68
3.653,386.95
3.6546,374.68
3.6558,403.58
3.6572,373.17
3.6586,344.82
3.66,355.49
3.6612,340.63
3.663,313.85
3.6646,315.79
3.666,293.79
3.6672,280.01
3.6688,272.59
3.6702,265.34
3.6714,263.51
3.673,263.51
3.6744,258.06
3.6758,264.32
3.677,270.29
3.6782,265.34
3.6794,272.8
3.6808,280.66
3.6818,279.59
3.683,283.62
3.6844,309.36
3.6856,299.94
3.687,306.84
3.6886,330.37
3.6898,340.65
3.691,350.5
3.6924,383.1
3.6936,390.1
3.6946,394.82
3.6958,399.59
3.6972,420.88
3.6982,398.8
3.6998,398.8
3.7012,390.1
3.7026,391.68
3.7042,356.23
3.7058,359.16
3.7066,357.7
3.708,373.22
3.7094,361.34
3.7104,370.97
3.712,342.06
3.7136,340.67
3.7146,314.53
3.716,309.38
3.7172,299.35
3.718,303.08
3.7192,296.89
3.7208,292.01
3.722,300.59
3.7234,315.17
3.7248,351.94
3.726,359.17
3.727,383.13
3.7282,384.68
3.7294,396.44
3.7306,387.02
3.7322,422.59
3.7336,436.23
3.7348,461.93
3.7364,412.62
3.7378,409.33
3.7388,390.93
3.7404,366.52
3.7418,346.29
3.7428,381.62
3.7444,373.25
3.746,373.25
3.7476,370.25
3.7494,381.62
3.7516,354.84
3.7532,364.32
3.7546,334.5
3.756,340.7
3.7574,296.29
3.7582,290.23
3.7594,292.64
3.761,288.43
3.762,279.42
3.763,312.63
3.7646,347.7
3.7658,313.92
3.767,359.21
3.7686,374.78
3.77,335.88
3.7712,337.95
3.7728,346.31
3.7744,338.64
3.7758,372.53
3.7774,394.9
3.779,417.63
3.7804,453.87
3.7816,431.12
3.783,398.08
3.7846,408.57
3.7858,367.3
3.7872,344.91
3.7886,333.84
3.7898,335.9
3.7908,331.12
3.792,318.49
3.7932,321.1
3.7948,343.51
3.7964,340.05
3.7984,329.1
3.8002,351.3
3.8018,357.05
3.8036,347.73
3.8052,349.87
3.8064,358.5
3.808,350.59
3.8096,346.34
3.8106,337.97
3.8122,337.28
3.8136,333.86
3.815,341.43
3.8166,347.05
3.818,344.94
3.8192,344.24
3.8208,347.75
3.822,331.14
3.8234,337.98
3.825,352.02
3.8262,352.75
3.8272,349.18
3.8288,343.54
3.83,345.64
3.8314,340.76
3.833,325.78
3.8346,341.44
3.8362,349.19
3.8376,329.13
3.8388,319.83
3.8402,336.62
3.8416,331.84
3.8428,335.24
3.844,328.46
3.8452,329.81
3.8462,341.46
3.8474,354.92
3.8486,338.01
3.8498,333.2
3.8508,352.77
3.852,365.88
3.853,333.2
3.8538,342.17
3.8546,372.59
3.8558,374.09
3.8566,377.89
3.8576,400.55
3.8586,445.05
3.8598,452.15
3.861,443.31
3.8622,413.55
3.863,413.55
3.8644,398.95
3.8656,411.09
3.8664,413.56
3.868,430.35
3.8696,450.37
3.8704,437.22
3.872,412.74
3.8736,396.57
3.8748,362.94
3.8762,343.57
3.8778,321.83
3.8792,312.71
3.8808,318.55
3.882,309.5
3.8832,307.6
3.8846,315.94
3.8856,317.24
3.8864,306.98
3.8878,342.2
3.8892,336.66
3.8906,356.38
3.8922,357.12
3.894,370.37
3.8958,378.67
3.8974,386.39
3.899,377.93
3.9006,384.83
3.9022,382.52
3.9034,364.44
3.905,370.38
3.9062,365.17
3.9078,372.63
3.9092,371.13
3.911,370.39
3.9126,363.71
3.9146,377.18
3.9158,380.99
3.9174,398.2
3.9184,391.09
3.9194,397.4
3.92,398.2
3.921,394.23
3.9216,371.15
3.9224,349.25
3.9232,348.55
3.9244,323.86
3.9252,314.03
3.9262,298.88
3.9272,309.54
3.928,307.63
3.9288,328.53
3.9298,316.62
3.9308,331.91
3.9318,345.72
3.933,355.71
3.934,340.84
3.9352,362.26
3.9362,394.25
3.9374,392.66
3.9386,403.03
3.9398,433.84
3.9408,465.78
3.942,448.69
3.9428,439.89
3.9434,418.61
3.9442,384.87
3.945,351.41
3.9458,349.27
3.9468,349.98
3.948,336.7
3.9492,345.04
3.9502,345.74
3.9512,346.45
3.9522,369.66
3.9534,391.12
3.9542,391.12
3.955,402.23
3.9556,388.77
3.9564,371.17
3.957,359.36
3.9578,350.71
3.9588,340.85
3.96,338.78
3.9612,338.09
3.9622,331.94
3.9634,317.29
3.9644,316.01
3.9654,311.49
3.9662,302.63
3.9674,293.39
3.9682,309.56
3.9694,300.76
3.9706,313.42
3.9722,314.07
3.9736,315.35
3.975,307.04
3.9766,314.07
3.978,306.41
3.9792,292.19
3.9804,289.17
3.9818,289.78
3.9826,285.01
3.984,283.82
3.9852,287.38
3.9862,295.23
3.9874,297.68
3.989,283.24
3.99,281.5
3.9912,274.26
3.9928,266.77
3.994,264.72
3.9954,264.92
3.997,259.86
3.9982,266.97
3.9992,269.25
4.0006,277.23
4.0016,279.15
4.0024,283.25
4.0034,288.59
4.0046,292.2
4.0056,281.74
4.0064,282.82
4.0074,290.99
4.0086,299.55
4.0096,313.44
4.0106,327.24
4.0118,333.32
4.0132,355.77
4.0142,352.9
4.0158,352.17
4.0172,339.5
4.0184,339.51
4.0194,327.26
4.0208,327.26
4.0216,326.58
4.023,337.43
4.0246,332.66
4.0264,329.95
4.028,379.55
4.0296,371.98
4.031,347.92
4.0326,347.92
4.034,384.95
4.0352,315.4
4.0368,318.66
4.038,344.41
4.039,336.09
4.0402,283.86
4.0416,287.41
4.0424,284.46
4.0436,276.83
4.045,277.9
4.046,280.47
4.047,281.98
4.0484,280.47
4.0496,281.33
4.0506,294.05
4.0516,312.83
4.0528,323.95
4.0536,338.85
4.0544,343.02
4.0554,335.4
4.0568,324.61
4.0582,318.03
4.0596,327.96
4.0612,327.96
4.0626,334.05
4.0642,325.95
4.0654,331.32
4.0668,334.73
4.0684,338.17
4.0698,331.32
4.0714,343.72
4.073,339.55
4.0744,342.34
4.0758,352.22
4.0774,346.55
4.0786,340.95
4.0798,354.38
4.0814,329.99
4.0826,319.34
4.0838,333.38
4.085,325.97
4.0862,326.64
4.0872,334.07
4.0884,325.97
4.0896,314.79
4.0906,317.39
4.0922,303.34
4.0938,320.02
4.0952,326.64
4.0968,333.38
4.0982,333.38
4.0992,360.92
4.1002,363.86
4.1014,358.02
4.1026,359.48
4.104,395.18
4.1054,368.32
4.1072,363.87
4.1088,366.09
4.11,390.45
4.1112,388.12
4.1124,408.06
4.1134,389.68
4.1144,404.8
4.1154,399.96
4.1168,371.31
4.118,363.14
4.1188,365.35
4.1198,360.93
4.121,357.31
4.1218,360.94
4.1226,352.26
4.1238,407.24
4.1246,429.73
4.1256,434.87
4.1264,422.96
4.1276,431.45
4.1284,388.92
4.1294,385.79
4.1302,370.56
4.131,381.17
4.1316,417.12
4.1324,417.95
4.1332,405.63
4.134,415.46
4.135,406.44
4.1358,381.18
4.1366,380.41
4.1376,367.59
4.1384,365.36
4.1392,376.6
4.1402,377.37
4.1412,358.05
4.142,375.1
4.1428,363.16
4.1438,354.43
4.145,355.87
4.146,344.49
4.147,325.33
4.148,324.01
4.1492,309.69
4.1502,319.39
4.1514,346.61
4.1524,326.68
4.1538,318.75
4.1548,353.01
4.1556,351.58
4.1566,325.34
4.1578,348.01
4.1588,341.01
4.1598,348.01
4.161,320.07
4.162,328.04
4.1634,345.21
4.1646,378.15
4.1658,346.62
4.167,356.61
4.1686,375.12
4.1696,358.79
4.1712,348.03
4.1726,358.07
4.1738,376.63
4.1746,369.11
4.1756,382.75
4.1764,383.52
4.1774,400.02
4.1784,375.87
4.1794,391.32
4.1806,392.1
4.1816,384.3
4.1826,384.3
4.184,389.74
4.1854,369.11
4.1866,369.85
4.1876,379.69
4.1886,377.42
4.1896,372.11
4.1906,382.76
4.1914,382.76
4.1928,376.64
4.1942,378.17
4.1954,386.65
4.1968,377.42
4.1982,380.47
4.1994,384.32
4.2008,372.88
4.202,364.68
4.2032,379.7
4.2044,415.52
4.2052,432.36
4.2056,427.25
4.2064,433.24
4.2072,416.36
4.2084,366.17
4.2098,358.82
4.2118,346.66
4.2134,341.05
4.2148,346.66
4.2158,362.49
4.2168,361.01
4.2174,393.7
4.2182,395.28
4.219,406.52
4.22,406.52
4.2212,413.07
4.2222,394.5
4.2234,413.07
4.2244,409.77
4.2254,404.89
4.2262,376.67
4.227,378.2
4.2276,371.4
4.2288,361.77
4.2298,334.86
4.2306,347.38
4.2316,338.3
4.2328,333.49
4.2336,328.75
4.2346,336.92
4.2356,350.93
4.2366,355.95
4.2376,346.67
4.2386,350.93
4.24,352.35
4.2416,350.22
4.243,366.93
4.2444,388.23
4.2458,400.89
4.2466,400.89
4.2472,407.36
4.248,408.18
4.2484,390.58
4.249,396.9
4.2496,403.31
4.2504,372.17
4.2514,339
4.2528,372.92
4.2538,333.51
4.2548,318.82
4.2558,320.79
4.2566,336.25
4.257,336.94
4.2576,357.41
4.2584,353.09
4.2592,350.95
4.2602,352.37
4.2612,314.28
4.2622,297.87
4.2634,313.62
4.2646,324.1
4.2654,318.17
4.2664,319.48
4.2674,343.87
4.2682,359.61
4.269,363.26
4.27,368.45
4.271,393.75
4.2718,404.13
4.2726,396.14
4.2736,384.38
4.2748,415.59
4.276,424.78
4.2773,442.83
4.2785,426.48
4.2795,420.59
4.2807,389.05
4.2819,358.16
4.283,330.14
4.2846,322.79
4.286,341.8
4.2872,353.83
4.2884,364.01
4.2896,362.54
4.2904,398.54
4.2916,389.06
4.2924,381.31
4.2934,385.93
4.2948,393.77
4.2964,389.84
4.2976,394.57
4.2992,406.58
4.3008,399.34
4.3022,408.23
4.3034,384.4
4.3048,369.22
4.306,352.4
4.3074,345.32
4.3088,329.48
4.3106,348.13
4.3124,388.29
4.314,404.17
4.315,418.12
4.3164,440.24
4.3172,454.39
4.318,430.77
4.319,443.76
4.3202,441.13
4.321,458.88
4.322,434.2
4.323,441.13
4.324,447.28
4.325,423.99
4.326,379.8
4.3268,382.12
4.3276,381.34
4.3286,389.09
4.3296,409.87
4.3304,425.69
4.3314,442.89
4.3326,439.4
4.3336,432.49
4.3344,427.38
4.3352,436.81
4.336,422.31
4.3366,445.51
4.3374,417.3
4.3384,415.65
4.34,400.16
4.3416,405.82
4.3432,390.66
4.3446,400.17
4.346,388.32
4.3468,382.9
4.3478,371.5
4.3488,352.44
4.3498,335.63
4.3508,355.32
4.3522,367.76
4.3534,341.16
4.3544,316.93
4.3552,318.89
4.3562,314.34
4.3572,310.49
4.358,332.91
4.359,356.05
4.3604,382.91
4.3616,379.06
4.3624,377.55
4.3638,386.79
4.3652,399.4
4.3664,389.13
4.368,411.55
4.3696,419
4.3706,429.11
4.3718,468.97
4.373,438.58
4.3738,445.56
4.3748,426.57
4.3758,409.1
4.377,360.42
4.378,373.78
4.3788,367.79
4.38,364.83
4.3814,356.78
4.3822,364.09
4.3832,363.36
4.3848,331.56
4.3858,335.66
4.387,341.87
4.3882,341.87
4.3896,332.93
4.3906,356.07
4.3916,375.3
4.3928,373.79
4.394,374.54
4.3948,376.81
4.3958,376.06
4.3968,351.77
4.3976,356.08
4.3984,338.43
4.3992,340.51
4.3998,327.53
4.401,361.16
4.4018,361.16
4.4026,369.3
4.4038,388.36
4.4052,382.95
4.4062,369.3
4.4078,364.85
4.4094,367.07
4.4108,358.99
4.4122,393.07
4.4134,384.5
4.4142,391.52
4.4154,401.85
4.4166,389.94
4.4176,371.55
4.4188,351.79
4.4204,355.38
4.4218,337.74
4.423,352.5
4.4246,348.23
4.4266,373.81
4.428,393.89
4.4298,415.73
4.4318,416.56
4.4338,426.62
4.4354,431.74
4.4372,413.26
4.4386,436.9
4.4404,438.64
4.4422,418.23
4.4442,396.28
4.4462,385.29
4.4486,395.48
4.4506,387.64
4.4526,412.44
4.4544,460.83
4.4566,454.53
4.4582,402.68
4.4596,408.37
4.4604,390.76
4.4616,373.1
4.4626,336.41
4.4638,358.31
4.4656,359.03
4.4676,386.08
4.469,363.43
4.4704,415.76
4.4718,426.66
4.473,405.94
4.4744,393.93
4.4762,405.94
4.4778,411.64
4.4794,381.46
4.4812,419.93
4.483,403.52
4.4848,407.57
4.487,386.9
4.489,405.13
4.4904,384.56
4.4918,393.14
4.4932,394.73
4.4942,417.45
4.4954,386.11
4.4966,370.11
4.4978,368.64
4.499,341.27
4.5,351.14
4.501,357.61
4.5022,370.12
4.5034,368.64
4.5048,410.86
4.5066,373.14
4.5088,390.03
4.5108,365.66
4.5126,353.29
4.5142,313.17
4.5156,329.64
4.5166,314.46
4.518,322.96
4.5196,337.14
4.521,386.12
4.5226,389.26
4.5244,401.94
4.5258,399.54
4.527,409.24
4.5282,397.93
4.5292,397.93
4.53,400.33
4.5308,406.8
4.5316,395.55
4.5326,383.81
4.5336,367.91
4.5346,370.15
4.536,356.19
4.5372,346.91
4.5382,346.19
4.539,343.39
4.5398,331.01
4.5406,358.37
4.5416,349.03
4.5426,346.2
4.544,357.65
4.5454,349.04
4.5466,337.16
4.548,353.32
4.5494,342.7
4.5504,322.33
4.5514,318.38
4.5526,308.71
4.5536,290.16
4.5546,296.23
4.5556,285.97
4.5568,299.31
4.5576,292.57
4.5584,293.79
4.5592,282.31
4.5604,304.92
4.5612,299.93
4.5622,306.81
4.5632,316.43
4.5646,342.01
4.5656,345.52
4.5666,345.52
4.5678,354.77
4.569,356.22
4.5696,336.5
4.5704,323.66
4.5714,327.66
4.5724,329.01
4.5734,322.34
4.5744,339.25
4.5752,342.02
4.5762,351.19
4.5768,356.22
4.5776,349.06
4.5786,339.25
4.5796,352.62
4.5806,354.77
4.5816,354.06
4.5824,354.06
4.5832,367.21
4.5842,379.25
4.585,367.95
4.586,357.68
4.587,365
4.5878,355.51
4.5888,334.45
4.5898,334.45
4.5906,335.13
4.5916,331.04
4.5928,326.34
4.5936,311.93
4.5944,306.2
4.5952,299.95
4.5958,311.29
4.5964,284.82
4.5974,299.33
4.5982,293.2
4.5992,307.48
4.6002,298.71
4.6014,331.73
4.6022,311.94
4.6034,329.04
4.6044,342.75
4.6054,349.79
4.606,331.05
4.6068,332.41
4.6074,320.39
4.6084,304.96
4.6094,317.76
4.6104,315.81
4.6114,313.23
4.6124,324.36
4.6134,311.3
4.6142,290.8
4.6152,294.43
4.6162,320.4
4.617,314.53
4.6176,337.89
4.6184,339.97
4.6192,354.1
4.6202,366.51
4.6214,358.43
4.6226,359.16
4.6238,380.83
4.625,384.68
4.626,373.23
4.6268,372.48
4.6274,383.9
4.6284,359.16
4.6294,342.77
4.6304,337.9
4.6314,337.9
4.6328,311.32
4.6338,317.78
4.6346,317.13
4.6354,310.69
4.6364,321.72
4.6372,352.66
4.638,362.83
4.6388,358.45
4.6396,354.11
4.6406,363.56
4.6416,318.45
4.6426,318.45
4.6442,344.88
4.6456,333.13
4.6466,331.76
4.648,365.78
4.6494,341.38
4.6506,337.23
4.6518,331.76
4.6534,326.38
4.6544,299.99
4.6554,331.76
4.6564,330.42
4.6576,349.12
4.659,370.24
4.6606,381.62
4.662,370.25
4.6632,363.58
4.6646,366.55
4.6656,387.82
4.6664,377.81
4.6672,354.84
4.6678,351.27
4.6684,333.14
4.669,278.94
4.6696,277.87
4.6704,277.66
4.6712,278.08
4.6718,280.87
4.6724,297.54
4.673,313.28
4.6736,341.4
4.6744,348.42
4.675,359.94
4.6758,377.82
4.6766,367.28
4.6774,351.99
4.6782,334.52
4.679,332.47
4.6796,306.9
4.6802,301.25
4.6808,299.39
4.6812,302.49
4.6818,305.64
4.6824,325.07
4.683,329.09
4.6834,355.58
4.6842,367.3
4.6852,361.4
4.6862,347.73
4.6874,359.94
4.6888,333.16
4.69,331.12
4.691,340.73
4.692,336.58
4.693,310.08
4.6938,310.08
4.6944,314.58
4.695,310.08
4.6956,315.23
4.6966,346.32
4.6976,349.16
4.6988,346.32
4.7,351.3
4.7014,362.15
4.7022,348.44
4.7032,334.53
4.704,325.74
4.7046,331.13
4.705,307.55
4.7058,303.14
4.7064,309.45
4.7074,282.41
4.7086,275.14
4.7098,277.9
4.711,267.41
4.7126,266.8
4.714,281.33
4.7154,281.97
4.717,271.57
4.7182,283.07
4.7192,280.03
4.7202,277.69
4.7212,280.03
4.722,310.1
4.7228,321.78
4.7234,331.82
4.7242,337.97
4.7248,346.34
4.7252,370.3
4.726,368.07
4.7272,368.83
4.7282,371.81
4.7292,371.06
4.7304,376.34
4.7314,389.44
4.732,406.16
4.7326,394.15
4.7334,391.79
4.734,364.38
4.7344,335.91
4.735,341.46
4.7356,353.47
4.7364,354.9
4.7374,370.31
4.7388,396.54
4.74,402.13
4.741,408.63
4.7418,421.85
4.7426,391.81
4.7432,389.45
4.7438,374.83
4.7446,361.44
4.7456,337.31
4.7464,337.99
4.7476,326.45
4.7488,307.58
4.75,299.44
4.7508,300.67
4.7518,326.46
4.7528,317.22
4.7542,327.14
4.7554,318.52
4.757,310.12
4.7586,296.37
4.7598,289.68
4.7608,308.86
4.7618,341.47
4.7626,362.92
4.7632,349.92
4.7638,368.85
4.7644,360.01
4.7652,335.27
4.7658,336.64
4.7666,364.41
4.7672,364.41
4.7678,379.41
4.7686,386.34
4.7696,391.03
4.7704,370.34
4.7714,396.57
4.7724,398.96
4.7734,398.96
4.7742,387.14
4.7756,378.66
4.777,361.47
4.7782,329.83
4.7792,340.8
4.7806,343.58
4.7816,333.9
4.7824,352.07
4.7838,366.64
4.7852,332.55
4.7864,319.21
4.7876,325.81
4.789,293.94
4.79,281.59
4.791,282.46
4.7918,291.51
4.7926,304.45
4.7932,317.89
4.794,334.61
4.7946,344.28
4.7954,341.5
4.7962,351.37
4.7972,336.67
4.798,338.73
4.7988,343.59
4.7998,360.04
4.801,380.21
4.802,392.64
4.803,425.27
4.8042,422.74
4.8054,402.2
4.8066,374.14
4.8078,400.57
4.8088,395.79
4.81,390.29
4.8116,418.58
4.8128,391.07
4.8148,400.59
4.8168,347.13
4.8184,393.43
4.8196,363.71
4.821,407.87
4.8218,349.25
4.8228,354.97
4.824,303.23
4.825,294.58
4.826,275.42
4.8268,274.36
4.8276,267.9
4.8284,265.63
4.829,281.62
4.8298,279.25
4.8308,280.98
4.832,290.94
4.8332,298.87
4.8346,270.81
4.836,272.9
4.8374,273.53
4.8386,274.17
4.8396,297.03
4.8404,326.53
4.841,349.26
4.8414,374.91
4.8418,400.61
4.8422,357.88
4.8428,328.55
4.8434,327.87
4.844,323.2
4.8446,325.85
4.8456,335.33
4.8464,360.8
4.847,345.74
4.8478,368.93
4.8486,367.43
4.8492,380.26
4.8498,389.54
4.8506,428.72
4.8512,395.83
4.852,398.22
4.8526,405.46
4.8532,407.08
4.854,386.42
4.8548,383.32
4.8558,375.69
4.857,367.44
4.8582,341.55
4.8592,337.39
4.8602,382.57
4.8612,403.86
4.862,383.34
4.8628,383.34
4.8638,372.67
4.8652,312.77
4.866,285
4.867,279.92
4.8682,273.12
4.8692,267.31
4.87,270.61
4.871,285.59
4.872,283.17
4.873,298.29
4.874,293.38
4.8748,286.18
4.8758,266.9
4.8768,267.11
4.8778,262
4.8788,265.87
4.8802,269.79
4.8812,290.38
4.8822,310.86
4.883,309.58
4.8838,305.77
4.8846,308.95
4.8856,273.35
4.8866,277.16
4.8878,294.62
4.8892,321.25
4.8902,307.68
4.8916,376.48
4.8928,350.73
4.8938,364.51
4.8946,347.89
4.8956,383.36
4.8962,352.16
4.8972,377.23
4.8982,351.45
4.8994,365.25
4.9008,353.6
4.902,346.48
4.9028,327.91
4.904,337.43
4.905,342.99
4.9058,328.59
4.9068,327.24
4.9078,358.66
4.9088,360.13
4.9098,341.59
4.911,363.05
4.9124,368.98
4.9138,336.76
4.9152,329.26
4.9164,345.79
4.9174,359.39
4.9182,363.79
4.919,360.14
4.9198,371.22
4.921,346.49
4.9222,320.62
4.9236,310.24
4.9252,320.62
4.9264,334.01
4.9272,329.27
4.9282,326.59
4.9292,323.93
4.93,304.54
4.931,283.64
4.9326,301.42
4.9338,302.67
4.9346,286.22
4.9358,305.81
4.9372,313.46
4.938,297.72
4.9388,325.92
4.9398,356.51
4.9404,378.04
4.941,384.95
4.9418,394.33
4.9428,384.17
4.944,384.17
4.9454,355.79
4.9468,370.48
4.9482,388.84
4.9494,367.51
4.9502,380.33
4.951,380.33
4.952,348.64
4.953,345.82
4.954,340.22
4.9556,337.47
4.9572,334.73
4.9582,375.78
4.9592,411.27
4.9606,427.12
4.9614,419.54
4.9622,418.71
4.9632,376.54
4.964,355.08
4.9646,380.35
4.9654,408.82
4.9664,437.41
4.9672,509.68
4.9686,551.67
4.9702,530.84
4.9718,494.07
4.9734,488.32
4.9752,419.56
4.9764,384.98
4.9776,401.53
4.9788,416.23
4.9796,403.97
4.9806,430.53
4.9818,425.44
4.9826,433.11
4.9834,407.2
4.9846,435.68
4.9854,424.61
4.9862,430.53
4.987,409.66
4.9886,396.77
4.99,385.76
4.9914,386.53
4.9932,360.19
4.9952,346.55
4.9962,376.56
4.9972,368.29
4.9984,412.94
4.9994,434
5.0004,494.11
5.002,478.89
5.0038,490.26
5.0054,461.38
5.007,446.18
5.0088,399.96
5.0106,374.31
5.012,373.56
5.0136,340.27
5.0154,355.12
5.0168,343.76
5.0178,380.39
5.0196,385.01
5.0214,399.18
5.0234,407.24
5.0254,428.89
5.0272,415.44
5.029,427.18
5.031,428.03
5.0328,417.94
5.0346,470.55
5.0368,484.59
5.0384,431.45
5.0396,443.57
5.0408,476.13
5.0422,385.81
5.0432,381.18
5.0444,421.3
5.046,392.07
5.0474,375.85
5.0488,385.81
5.0506,387.38
5.0522,387.38
5.0538,400
5.055,385.05
5.0568,388.93
5.0584,379.65
5.0604,363.91
5.0622,371.34
5.0644,384.27
5.066,392.08
5.0676,400.02
5.0688,396.83
5.07,396.03
5.0712,392.87
5.0724,432.34
5.0736,416.32
5.0758,428.07
5.0778,444.5
5.0802,459.64
5.0826,430.63
5.0856,433.2
5.0874,430.63
5.09,431.5
5.0918,396.86
5.0942,392.89
5.0958,384.3
5.098,394.47
5.0996,397.65
5.1012,383.54
5.1024,407.31
5.104,438.4
5.1052,423.01
5.1064,396.06
5.108,427.25
5.1096,378.95
5.111,354.48
5.1124,344.53
5.114,343.14
5.1154,330.76
5.1164,350.2
5.1176,363.22
5.119,372.88
5.1204,391.33
5.122,404.09
5.1238,392.91
5.1252,404.09
5.1264,448.94
5.1276,455.2
5.1288,472.5
5.1298,460.61
5.1312,485.64
5.1328,471.59
5.1342,490.4
5.1356,491.36
5.137,521.87
5.1382,492.33
5.1392,470.66
5.1402,427.28
5.1408,411.43
5.1416,408.98
5.1426,405.71
5.1436,394.51
5.1446,409.8
5.1456,426.45
5.1466,422.23
5.1472,432.41
5.148,470.66
5.1486,457.91
5.1496,438.44
5.1504,417.22
5.1516,402.5
5.1526,389.01
5.1538,382.82
5.1548,377.45
5.156,370.66
5.157,378.23
5.1578,336.24
5.1584,367.69
5.1588,382.83
5.1592,389.81
5.1598,368.43
5.1606,427.31
5.1616,384.35
5.1628,354.52
5.164,356.69
5.1648,386.68
5.1656,355.97
5.1664,371.43
5.1672,422.25
5.168,448.1
5.1688,430.71
5.1694,429.86
5.1698,436.74
5.1704,409.82
5.171,391.38
5.172,404.94
5.173,412.28
5.1746,429.02
5.176,423.94
5.178,478.15
5.1796,484.74
5.1812,502.04
5.1824,480.96
5.1836,497.2
5.1844,452.57
5.1854,458.85
5.1866,444.6
5.1878,405.75
5.189,398.52
5.1902,405.75
5.1912,402.53
5.1922,407.39
5.1934,449.91
5.1948,458.85
5.1962,465.21
5.1982,477.24
5.2004,469.81
5.2024,470.72
5.2042,474.46
5.206,504.03
5.2076,466.14
5.2096,467.96
5.2118,457.05
5.2142,437.65
5.2164,405.78
5.2184,404.17
5.2198,422.29
5.2208,441.12
5.2218,436.79
5.2226,433.33
5.2234,446.38
5.2246,453.49
5.2266,444.64
5.229,487.63
5.2316,467.99
5.234,451.71
5.236,423.99
5.2374,406.62
5.2382,399.37
5.239,415.64
5.24,444.65
5.241,438.53
5.242,404.19
5.243,401.78
5.244,389.88
5.245,370.73
5.246,380.59
5.247,424.85
5.2478,440.29
5.2488,458
5.2498,443.78
5.2508,446.41
5.2516,460.73
5.2528,438.55
5.254,450.85
5.255,481.97
5.2562,480.11
5.2578,473.57
5.259,485.78
5.2604,465.27
5.2622,461.64
5.264,472.65
5.2654,454.42
5.2668,406.65
5.2678,414.84
5.2684,397.79
5.2686,395.41
5.2692,400.98
5.2698,419
5.2704,410.72
5.2712,400.19
5.272,419.83
5.2726,415.66
5.2734,418.16
5.2742,400.19
5.275,399.4
5.276,384.45
5.277,397.02
5.2782,393.83
5.2792,426.58
5.2804,437.71
5.2816,440.32
5.283,433.39
5.284,450.88
5.2854,440.32
5.2866,438.58
5.2876,428.27
5.2884,443.82
5.2894,443.82
5.2906,448.22
5.2918,463.5
5.2936,449.1
5.2954,428.28
5.297,406.67
5.2982,393.85
5.2996,374.55
5.3006,378.35
5.3016,385.26
5.3028,382.95
5.304,392.29
5.3052,419.86
5.3063,442.96
5.3073,450.02
5.3087,461.69
5.3101,456.26
5.3115,457.16
5.3134,425.75
5.3152,425.75
5.3168,436.88
5.3186,450.04
5.3202,446.48
5.3216,478.29
5.3234,483
5.3248,483.94
5.3264,533.29
5.328,548.91
5.3294,515.06
5.3308,434.87
5.3326,433.24
5.3338,420.21
5.3352,410.84
5.3368,411.35
5.338,417.32
5.3394,414.71
5.3416,409.81
5.3438,419.94
5.3456,419.16
5.3476,422.05
5.3492,427.89
5.3502,424.17
5.3512,418.65
5.3524,412.92
5.3538,405.98
5.3554,404.71
5.3572,411.11
5.3589,417.34
5.3605,428.44
5.3619,439.24
5.3631,430.05
5.3647,426.3
5.366,423.92
5.3676,421.03
5.3692,414.23
5.3708,413.7
5.3718,415.79
5.3734,408.56
5.375,403.2
5.3764,412.16
5.378,415.01
5.38,418.41
5.3814,417.89
5.3828,425.53
5.3842,418.15
5.3856,421.82
5.3866,419.72
5.388,423.94
5.3894,428.47
5.391,430.62
5.3922,437.64
5.3936,441.47
5.3948,443.4
5.3958,435.2
5.397,436.56
5.3982,432.5
5.3992,419.21
5.4004,415.81
5.4014,422.36
5.4024,420.27
5.4036,414.78
5.405,421.05
5.4062,415.04
5.4078,407.05
5.4092,406.54
5.4106,407.57
5.412,409.36
5.4132,415.83
5.4146,412.45
5.4162,406.04
5.4176,474.34
5.4188,473.47
5.4202,465.66
5.4216,475.51
5.423,480.52
5.4248,411.43
5.4266,417.14
5.4286,413.25
5.4304,412.72
5.432,412.73
5.4336,401.74
5.4352,399.73
5.4366,409.12
5.438,408.87
5.4397,411.19
5.4411,426.38
5.4425,429.32
5.4441,429.32
5.4459,426.65
5.4478,424.53
5.4498,427.19
5.4518,415.34
5.4538,420.32
5.4556,432.56
5.457,433.1
5.4584,440.16
5.4602,442.36
5.462,439.34
5.4638,429.88
5.4656,430.68
5.4674,419.26
5.469,426.94
5.4706,441.28
5.472,437.45
5.4734,442.65
5.4752,444.58
5.4768,442.1
5.4782,425.61
5.4798,436.1
5.4814,433.39
5.4826,438.82
